date,value
2023-01-09,73
2023-01-10,51
2023-01-11,47
2023-01-12,49
2023-01-13,58
2023-01-14,75
2023-01-15,74
2023-01-16,52
2023-01-17,74
2023-01-18,77
2023-01-19,42
2023-01-20,79
2023-01-21,68
2023-01-22,59
2023-01-23,51
2023-01-24,81
2023-01-25,79
2023-01-26,69
2023-01-27,69
2023-01-28,76
2023-01-29,78
2023-01-30,89
2023-01-31,53
2023-02-01,51
2023-02-02,63
2023-02-03,59
2023-02-04,68
2023-02-05,85
2023-02-06,63
2023-02-07,60
2023-02-08,55
2023-02-09,73
2023-02-10,67
2023-02-11,79
2023-02-12,85
2023-02-13,58
2023-02-14,90
2023-02-15,78
2023-02-16,94
2023-02-17,90
2023-02-18,100
2023-02-19,100
2023-02-20,71
2023-02-21,97
2023-02-22,67
2023-02-23,72
2023-02-24,89
2023-02-25,85
2023-02-26,100
2023-02-27,73
2023-02-28,100
2023-03-01,76
2023-03-02,100
2023-03-03,81
2023-03-04,82
2023-03-05,93
2023-03-06,76
2023-03-07,80
2023-03-08,96
2023-03-09,71
2023-03-10,100
2023-03-11,100
2023-03-12,90
2023-03-13,72
2023-03-14,80
2023-03-15,98
2023-03-16,92
2023-03-17,70
2023-03-18,100
2023-03-19,90
2023-03-20,87
2023-03-21,87
2023-03-22,87
2023-03-23,91
2023-03-24,100
2023-03-25,100
2023-03-26,100
2023-03-27,81
2023-03-28,100
2023-03-29,97
2023-03-30,77
2023-03-31,100
2023-04-01,100
2023-04-02,100
2023-04-03,100
2023-04-04,100
2023-04-05,81
2023-04-06,99
2023-04-07,100
2023-04-08,100
2023-04-09,91
2023-04-10,88
2023-04-11,100
2023-04-12,90
2023-04-13,100
2023-04-14,97
2023-04-15,100
2023-04-16,100
2023-04-17,86
2023-04-18,98
2023-04-19,84
2023-04-20,82
2023-04-21,92
2023-04-22,100
2023-04-23,100
2023-04-24,78
2023-04-25,75
2023-04-26,82
2023-04-27,90
2023-04-28,95
2023-04-29,85
2023-04-30,100
2023-05-01,80
2023-05-02,69
2023-05-03,100
2023-05-04,92
2023-05-05,69
2023-05-06,98
2023-05-07,91
2023-05-08,85
2023-05-09,64
2023-05-10,72
2023-05-11,73
2023-05-12,92
2023-05-13,82
2023-05-14,100
2023-05-15,78
2023-05-16,74
2023-05-17,74
2023-05-18,81
2023-05-19,83
2023-05-20,100
2023-05-21,83
2023-05-22,96
2023-05-23,82
2023-05-24,95
2023-05-25,89
2023-05-26,78
2023-05-27,85
2023-05-28,100
2023-05-29,84
2023-05-30,89
2023-05-31,87
2023-06-01,52
2023-06-02,55
2023-06-03,97
2023-06-04,92
2023-06-05,73
2023-06-06,61
2023-06-07,81
2023-06-08,85
2023-06-09,53
2023-06-10,66
2023-06-11,69
2023-06-12,59
2023-06-13,60
2023-06-14,46
2023-06-15,52
2023-06-16,77
2023-06-17,91
2023-06-18,83
2023-06-19,46
2023-06-20,50
2023-06-21,59
2023-06-22,53
2023-06-23,62
2023-06-24,64
2023-06-25,81
2023-06-26,74
2023-06-27,59
2023-06-28,57
2023-06-29,40
2023-06-30,49
2023-07-01,49
2023-07-02,80
2023-07-03,50
2023-07-04,35
2023-07-05,45
2023-07-06,63
2023-07-07,41
2023-07-08,46
2023-07-09,59
2023-07-10,30
2023-07-11,29
2023-07-12,45
2023-07-13,35
2023-07-14,27
2023-07-15,57
2023-07-16,67
2023-07-17,60
2023-07-18,27
2023-07-19,30
2023-07-20,41
2023-07-21,53
2023-07-22,46
2023-07-23,35
2023-07-24,23
2023-07-25,38
2023-07-26,16
2023-07-27,30
2023-07-28,44
2023-07-29,36
2023-07-30,66
2023-07-31,51
2023-08-01,31
2023-08-02,14
2023-08-03,24
2023-08-04,35
2023-08-05,43
2023-08-06,28
2023-08-07,8
2023-08-08,6
2023-08-09,10
2023-08-10,38
2023-08-11,15
2023-08-12,55
2023-08-13,55
2023-08-14,25
2023-08-15,37
2023-08-16,25
2023-08-17,39
2023-08-18,12
2023-08-19,28
2023-08-20,38
2023-08-21,28
2023-08-22,13
2023-08-23,21
2023-08-24,37
2023-08-25,20
2023-08-26,39
2023-08-27,21
2023-08-28,26
2023-08-29,17
2023-08-30,2
2023-08-31,18
2023-09-01,31
2023-09-02,43
2023-09-03,21
2023-09-04,15
2023-09-05,0
2023-09-06,32
2023-09-07,3
2023-09-08,10
2023-09-09,11
2023-09-10,45
2023-09-11,32
2023-09-12,3
2023-09-13,30
2023-09-14,8
2023-09-15,15
2023-09-16,22
2023-09-17,33
2023-09-18,22
2023-09-19,0
2023-09-20,9
2023-09-21,5
2023-09-22,29
2023-09-23,10
2023-09-24,8
2023-09-25,0
2023-09-26,24
2023-09-27,2
2023-09-28,0
2023-09-29,0
2023-09-30,10
2023-10-01,16
2023-10-02,5
2023-10-03,15
2023-10-04,17
2023-10-05,24
2023-10-06,0
2023-10-07,31
2023-10-08,37
2023-10-09,17
2023-10-10,10
2023-10-11,3
2023-10-12,21
2023-10-13,6
2023-10-14,38
2023-10-15,36
2023-10-16,9
2023-10-17,31
2023-10-18,15
2023-10-19,9
2023-10-20,0
2023-10-21,31
2023-10-22,12
2023-10-23,18
2023-10-24,18
2023-10-25,1
2023-10-26,4
2023-10-27,0
2023-10-28,34
2023-10-29,35
2023-10-30,0
2023-10-31,31
2023-11-01,21
2023-11-02,10
2023-11-03,13
2023-11-04,42
2023-11-05,42
2023-11-06,1
2023-11-07,35
2023-11-08,4
2023-11-09,6
2023-11-10,24
2023-11-11,52
2023-11-12,36
2023-11-13,37
2023-11-14,39
2023-11-15,16
2023-11-16,11
2023-11-17,28
2023-11-18,27
2023-11-19,56
2023-11-20,13
2023-11-21,14
2023-11-22,5
2023-11-23,44
2023-11-24,23
2023-11-25,21
2023-11-26,42
2023-11-27,27
2023-11-28,10
2023-11-29,20
2023-11-30,11
2023-12-01,44
2023-12-02,27
2023-12-03,31
2023-12-04,47
2023-12-05,31
2023-12-06,27
2023-12-07,17
2023-12-08,27
2023-12-09,31
2023-12-10,67
2023-12-11,40
2023-12-12,53
2023-12-13,33
2023-12-14,43
2023-12-15,41
2023-12-16,56
2023-12-17,70
2023-12-18,58
2023-12-19,30
2023-12-20,25
2023-12-21,35
2023-12-22,49
2023-12-23,78
2023-12-24,45
2023-12-25,61
2023-12-26,47
2023-12-27,55
2023-12-28,51
2023-12-29,31
2023-12-30,59
2023-12-31,70
2024-01-01,42
2024-01-02,61
2024-01-03,71
2024-01-04,38
2024-01-05,47
2024-01-06,72
2024-01-07,82
2024-01-08,71
2024-01-09,58
2024-01-10,72
2024-01-11,43
2024-01-12,77
2024-01-13,78
2024-01-14,76
2024-01-15,63
2024-01-16,71
2024-01-17,56
2024-01-18,76
2024-01-19,72
2024-01-20,77
2024-01-21,77
2024-01-22,47
2024-01-23,46
2024-01-24,82
2024-01-25,64
2024-01-26,64
2024-01-27,73
2024-01-28,82
2024-01-29,54
2024-01-30,59
2024-01-31,67
2024-02-01,82
2024-02-02,64
2024-02-03,87
2024-02-04,74
2024-02-05,76
2024-02-06,91
2024-02-07,67
2024-02-08,63
2024-02-09,89
2024-02-10,76
2024-02-11,94
2024-02-12,90
2024-02-13,74
2024-02-14,91
2024-02-15,91
2024-02-16,88
2024-02-17,74
2024-02-18,100
2024-02-19,66
2024-02-20,64
2024-02-21,71
2024-02-22,77
2024-02-23,84
2024-02-24,100
2024-02-25,87
2024-02-26,83
2024-02-27,95
2024-02-28,95
2024-02-29,100
2024-03-01,83
2024-03-02,100
2024-03-03,83
2024-03-04,75
2024-03-05,67
2024-03-06,100
2024-03-07,84
2024-03-08,100
2024-03-09,100
2024-03-10,90
2024-03-11,100
2024-03-12,70
2024-03-13,100
2024-03-14,78
2024-03-15,70
2024-03-16,100
2024-03-17,100
2024-03-18,83
2024-03-19,97
2024-03-20,91
2024-03-21,82
2024-03-22,97
2024-03-23,100
2024-03-24,100
2024-03-25,72
2024-03-26,72
2024-03-27,83
2024-03-28,80
2024-03-29,71
2024-03-30,96
2024-03-31,100
2024-04-01,80
2024-04-02,89
2024-04-03,75
2024-04-04,99
2024-04-05,100
2024-04-06,100
2024-04-07,100
2024-04-08,88
2024-04-09,88
2024-04-10,79
2024-04-11,100
2024-04-12,92
2024-04-13,85
2024-04-14,100
2024-04-15,84
2024-04-16,100
2024-04-17,88
2024-04-18,72
2024-04-19,74
2024-04-20,100
2024-04-21,100
2024-04-22,83
2024-04-23,100
2024-04-24,100
2024-04-25,79
2024-04-26,67
2024-04-27,99
2024-04-28,86
2024-04-29,81
2024-04-30,85
2024-05-01,67
2024-05-02,95
2024-05-03,84
2024-05-04,85
2024-05-05,82
2024-05-06,70
2024-05-07,78
2024-05-08,87
2024-05-09,87
2024-05-10,65
2024-05-11,100
2024-05-12,100
2024-05-13,75
2024-05-14,79
2024-05-15,84
2024-05-16,94
2024-05-17,62
2024-05-18,100
2024-05-19,100
2024-05-20,94
2024-05-21,59
2024-05-22,76
2024-05-23,89
2024-05-24,64
2024-05-25,99
2024-05-26,84
2024-05-27,71
2024-05-28,54
2024-05-29,56
2024-05-30,60
2024-05-31,65
2024-06-01,67
2024-06-02,91
2024-06-03,51
2024-06-04,72
2024-06-05,58
2024-06-06,85
2024-06-07,55
2024-06-08,90
2024-06-09,91
2024-06-10,49
2024-06-11,66
2024-06-12,61
2024-06-13,62
2024-06-14,52
2024-06-15,58
2024-06-16,60
2024-06-17,42
2024-06-18,74
2024-06-19,40
2024-06-20,58
2024-06-21,46
2024-06-22,78
2024-06-23,69
2024-06-24,59
2024-06-25,47
2024-06-26,44
2024-06-27,67
2024-06-28,57
2024-06-29,75
2024-06-30,65
2024-07-01,30
2024-07-02,34
2024-07-03,67
2024-07-04,61
2024-07-05,66
2024-07-06,76
2024-07-07,51
2024-07-08,29
2024-07-09,28
2024-07-10,61
2024-07-11,32
2024-07-12,44
2024-07-13,74
2024-07-14,43
2024-07-15,32
2024-07-16,40
2024-07-17,27
2024-07-18,20
2024-07-19,49
2024-07-20,44
2024-07-21,71
2024-07-22,49
2024-07-23,29
2024-07-24,23
2024-07-25,16
2024-07-26,19
2024-07-27,40
2024-07-28,64
2024-07-29,50
2024-07-30,16
2024-07-31,20
2024-08-01,27
2024-08-02,30
2024-08-03,37
2024-08-04,55
2024-08-05,29
2024-08-06,21
2024-08-07,42
2024-08-08,30
2024-08-09,9
2024-08-10,45
2024-08-11,35
2024-08-12,18
2024-08-13,36
2024-08-14,5
2024-08-15,32
2024-08-16,21
2024-08-17,42
2024-08-18,53
2024-08-19,25
2024-08-20,2
2024-08-21,36
2024-08-22,0
2024-08-23,20
2024-08-24,48
2024-08-25,24
2024-08-26,29
2024-08-27,0
2024-08-28,5
2024-08-29,36
2024-08-30,21
2024-08-31,33
2024-09-01,17
2024-09-02,0
2024-09-03,26
2024-09-04,33
2024-09-05,24
2024-09-06,1
2024-09-07,48
2024-09-08,32
2024-09-09,5
2024-09-10,7
2024-09-11,19
2024-09-12,20
2024-09-13,6
2024-09-14,11
2024-09-15,19
2024-09-16,0
2024-09-17,0
2024-09-18,20
2024-09-19,18
2024-09-20,0
2024-09-21,36
2024-09-22,6
2024-09-23,1
2024-09-24,14
2024-09-25,0
2024-09-26,29
2024-09-27,18
2024-09-28,25
2024-09-29,31
2024-09-30,0
2024-10-01,22
2024-10-02,0
2024-10-03,10
2024-10-04,0
2024-10-05,32
2024-10-06,13
2024-10-07,0
2024-10-08,26
2024-10-09,10
2024-10-10,0
2024-10-11,0
2024-10-12,43
2024-10-13,40
2024-10-14,20
2024-10-15,0
2024-10-16,0
2024-10-17,28
2024-10-18,7
2024-10-19,32
2024-10-20,26
2024-10-21,14
2024-10-22,32
2024-10-23,0
2024-10-24,13
2024-10-25,15
2024-10-26,40
2024-10-27,44
2024-10-28,0
2024-10-29,18
2024-10-30,0
2024-10-31,0
2024-11-01,31
2024-11-02,17
2024-11-03,19
2024-11-04,11
2024-11-05,23
2024-11-06,5
2024-11-07,30
2024-11-08,19
2024-11-09,35
2024-11-10,50
2024-11-11,11
2024-11-12,10
2024-11-13,16
2024-11-14,21
2024-11-15,32
2024-11-16,49
2024-11-17,33
2024-11-18,33
2024-11-19,21
2024-11-20,14
2024-11-21,5
2024-11-22,14
2024-11-23,41
2024-11-24,39
2024-11-25,28
2024-11-26,30
2024-11-27,10
2024-11-28,13
2024-11-29,34
2024-11-30,25
2024-12-01,58
2024-12-02,43
2024-12-03,25
2024-12-04,44
2024-12-05,14
2024-12-06,17
2024-12-07,30
2024-12-08,62
2024-12-09,37
2024-12-10,46
2024-12-11,46
2024-12-12,52
2024-12-13,57
2024-12-14,40
2024-12-15,38
2024-12-16,23
2024-12-17,43
2024-12-18,22
2024-12-19,56
2024-12-20,47
2024-12-21,70
2024-12-22,43
2024-12-23,61
2024-12-24,64
2024-12-25,41
2024-12-26,53
2024-12-27,29
2024-12-28,82
2024-12-29,56
2024-12-30,58
2024-12-31,55
2025-01-01,56
2025-01-02,70
2025-01-03,48
2025-01-04,53
2025-01-05,67
2025-01-06,66
2025-01-07,60
2025-01-08,52
2025-01-09,51
2025-01-10,67
2025-01-11,91
2025-01-12,62
2025-01-13,52
2025-01-14,61
2025-01-15,46
2025-01-16,71
2025-01-17,44
2025-01-18,74
2025-01-19,77
2025-01-20,63
2025-01-21,74
2025-01-22,62
2025-01-23,76
2025-01-24,51
2025-01-25,69
2025-01-26,99
2025-01-27,57
2025-01-28,62
2025-01-29,83
2025-01-30,53
2025-01-31,57
2025-02-01,69
2025-02-02,98
2025-02-03,68
2025-02-04,75
2025-02-05,81
2025-02-06,76
2025-02-07,79
2025-02-08,100
2025-02-09,89
2025-02-10,58
2025-02-11,87
2025-02-12,74
2025-02-13,86
2025-02-14,60
2025-02-15,85
2025-02-16,99
2025-02-17,60
2025-02-18,68
2025-02-19,70
2025-02-20,72
2025-02-21,67
2025-02-22,92
2025-02-23,85
2025-02-24,89
2025-02-25,98
2025-02-26,88
2025-02-27,81
2025-02-28,97
2025-03-01,95
2025-03-02,100
2025-03-03,99
2025-03-04,90
2025-03-05,74
2025-03-06,83
2025-03-07,90
2025-03-08,100
2025-03-09,100
2025-03-10,88
2025-03-11,71
2025-03-12,100
2025-03-13,68
2025-03-14,77
2025-03-15,97
2025-03-16,100
2025-03-17,71
2025-03-18,81
2025-03-19,100
2025-03-20,100
2025-03-21,100
2025-03-22,100
2025-03-23,91
2025-03-24,100
2025-03-25,82
2025-03-26,95
2025-03-27,75
2025-03-28,87
2025-03-29,100
2025-03-30,100
2025-03-31,93
2025-04-01,90
2025-04-02,96
2025-04-03,91
2025-04-04,98
2025-04-05,100
2025-04-06,99
2025-04-07,94
2025-04-08,100
2025-04-09,74
2025-04-10,82
2025-04-11,95
2025-04-12,100
2025-04-13,100
2025-04-14,89
2025-04-15,74
2025-04-16,69
2025-04-17,74
2025-04-18,100
2025-04-19,100
2025-04-20,87
2025-04-21,68
2025-04-22,75
2025-04-23,100
2025-04-24,99
2025-04-25,90
2025-04-26,83
2025-04-27,100
2025-04-28,78
2025-04-29,97
2025-04-30,85
2025-05-01,80
2025-05-02,85
2025-05-03,100
2025-05-04,84
2025-05-05,77
2025-05-06,82
2025-05-07,67
2025-05-08,98
2025-05-09,84
2025-05-10,90
2025-05-11,100
2025-05-12,79
2025-05-13,82
2025-05-14,82
2025-05-15,91
2025-05-16,71
2025-05-17,100
2025-05-18,100
2025-05-19,63
2025-05-20,67
2025-05-21,89
2025-05-22,87
2025-05-23,66
2025-05-24,89
2025-05-25,82
2025-05-26,93
2025-05-27,93
2025-05-28,82
2025-05-29,89
2025-05-30,73
2025-05-31,85
2025-06-01,100
2025-06-02,50
2025-06-03,89
2025-06-04,76
2025-06-05,50
2025-06-06,56
2025-06-07,78
2025-06-08,79
2025-06-09,60
2025-06-10,85
2025-06-11,65
2025-06-12,57
2025-06-13,74
2025-06-14,87
2025-06-15,93
2025-06-16,75
2025-06-17,69
2025-06-18,68
2025-06-19,78
2025-06-20,50
2025-06-21,55
2025-06-22,72
2025-06-23,42
2025-06-24,56
2025-06-25,60
2025-06-26,68
2025-06-27,45
2025-06-28,80
2025-06-29,73
2025-06-30,60
2025-07-01,56
2025-07-02,41
2025-07-03,37
2025-07-04,65
2025-07-05,52
2025-07-06,45
2025-07-07,65
2025-07-08,45
2025-07-09,62
2025-07-10,33
2025-07-11,57
2025-07-12,78
2025-07-13,39
2025-07-14,29
2025-07-15,41
2025-07-16,60
2025-07-17,58
2025-07-18,34
2025-07-19,40
2025-07-20,71
2025-07-21,44
2025-07-22,18
2025-07-23,23
2025-07-24,55
2025-07-25,30
2025-07-26,44
2025-07-27,62
2025-07-28,48
2025-07-29,26
2025-07-30,28
2025-07-31,13
2025-08-01,31
2025-08-02,52
2025-08-03,38
2025-08-04,15
2025-08-05,45
2025-08-06,45
2025-08-07,30
2025-08-08,17
2025-08-09,38
2025-08-10,22
2025-08-11,36
2025-08-12,40
2025-08-13,19
2025-08-14,14
2025-08-15,33
2025-08-16,40
2025-08-17,55
2025-08-18,21
2025-08-19,38
2025-08-20,20
2025-08-21,4
2025-08-22,26
2025-08-23,14
2025-08-24,42
2025-08-25,35
2025-08-26,4
2025-08-27,12
2025-08-28,0
2025-08-29,7
2025-08-30,23
2025-08-31,11
2025-09-01,8
2025-09-02,4
2025-09-03,11
2025-09-04,0
2025-09-05,23
2025-09-06,15
2025-09-07,47
2025-09-08,8
2025-09-09,19
2025-09-10,3
2025-09-11,7
2025-09-12,14
2025-09-13,47
2025-09-14,30
2025-09-15,0
2025-09-16,0
2025-09-17,7
2025-09-18,0
2025-09-19,2
2025-09-20,25
2025-09-21,35
2025-09-22,15
2025-09-23,0
2025-09-24,0
2025-09-25,5
2025-09-26,27
2025-09-27,34
2025-09-28,18
2025-09-29,26
2025-09-30,21
2025-10-01,19
2025-10-02,0
2025-10-03,24
2025-10-04,25
2025-10-05,14
2025-10-06,14
2025-10-07,8
2025-10-08,26
2025-10-09,2
2025-10-10,19
2025-10-11,19
2025-10-12,30
2025-10-13,21
2025-10-14,0
2025-10-15,0
2025-10-16,1
2025-10-17,3
2025-10-18,32
2025-10-19,44
2025-10-20,5
2025-10-21,11
2025-10-22,17
2025-10-23,0
2025-10-24,0
2025-10-25,14
2025-10-26,47
2025-10-27,8
2025-10-28,2
2025-10-29,0
2025-10-30,24
2025-10-31,22
2025-11-01,15
2025-11-02,32
2025-11-03,31
2025-11-04,34
2025-11-05,9
2025-11-06,24
2025-11-07,36
2025-11-08,26
2025-11-09,52
2025-11-10,36
2025-11-11,3
2025-11-12,29
2025-11-13,13
2025-11-14,21
2025-11-15,42
2025-11-16,18
2025-11-17,29
2025-11-18,39
2025-11-19,43
2025-11-20,31
2025-11-21,34
2025-11-22,34
2025-11-23,55
2025-11-24,7
2025-11-25,24
2025-11-26,35
2025-11-27,18
2025-11-28,17
2025-11-29,52
2025-11-30,25
2025-12-01,14
2025-12-02,33
2025-12-03,12
2025-12-04,44
2025-12-05,50
2025-12-06,34
2025-12-07,61
2025-12-08,49
2025-12-09,46
2025-12-10,23
2025-12-11,30
2025-12-12,43
2025-12-13,71
2025-12-14,66
2025-12-15,32
2025-12-16,32
2025-12-17,26
2025-12-18,52
2025-12-19,24
2025-12-20,56
2025-12-21,45
2025-12-22,45
2025-12-23,51
2025-12-24,34
2025-12-25,61
2025-12-26,61
2025-12-27,81
2025-12-28,53
2025-12-29,53
2025-12-30,32
2025-12-31,68
